User-ID,User-City,User-State,User-Country,User-Age,User-Age-Bin,User-City_Encoded,User-State_Encoded,User-Country_Encoded,User-Age-Encoded
90456,waco,texas,usa,-1,others,8800,28,6,0
90467,memphis,others,usa,-1,others,5135,23,6,0
90469,nelson,n/a,others,24,20~40,5704,16,3,25
90471,san diego,california,usa,31,20~40,7287,5,6,32
90474,pittsburgh,others,usa,21,20~40,6522,23,6,22
90481,bremen,others,germany,48,40~60,992,23,2,49
90488,hamburg,others,germany,53,40~60,3390,23,2,54
90491,san marcos,texas,usa,23,20~40,7312,28,6,24
90512,brescia,lombardia,others,34,20~40,998,13,3,35
90515,trieste,others,others,26,20~40,8486,23,3,27
90517,ft lauderdale,florida,usa,41,40~60,2913,8,6,42
90533,ravenna,others,others,-1,others,6855,23,3,0
90569,genova,others,others,-1,others,3031,23,3,0
90597,leipzig,others,germany,-1,others,4560,23,2,0
90609,blacksburg,others,usa,20,0~20,808,23,6,21
90614,warren,others,usa,30,20~40,8878,23,6,31
90616,southfield,others,usa,-1,others,7838,23,6,0
90617,melbourne,victoria,australia,-1,others,5123,30,0,0
90635,lisboa,others,others,29,20~40,4663,23,3,30
90644,macclesfield,england,united kingdom,-1,others,4858,7,5,0
90645,lyttelton,others,others,40,20~40,4842,23,3,41
90646,austin,texas,usa,27,20~40,403,28,6,28
90653,evansville,others,usa,29,20~40,2599,23,6,30
90656,seattle,washington,usa,-1,others,7494,32,6,0
90657,rome,others,usa,-1,others,7076,23,6,0
90658,london,others,united kingdom,-1,others,4732,23,5,0
90668,astoria,new york,usa,33,20~40,366,18,6,34
90669,edinburgh,south australia,australia,-1,others,2399,27,0,0
90671,seattle,washington,usa,-1,others,7494,32,6,0
90685,staten island,new york,usa,42,40~60,8030,18,6,43
90694,erfurt,others,germany,36,20~40,2542,23,2,37
90695,sydney,new south wales,australia,22,20~40,8224,17,0,23
90700,washougal,washington,usa,-1,others,8902,32,6,0
90708,zephyrhills,florida,usa,23,20~40,9440,8,6,24
90711,northbrook,others,usa,44,40~60,5974,23,6,45
90712,barrie,ontario,canada,34,20~40,531,22,1,35
90719,charleston,others,usa,-1,others,1494,23,6,0
90722,cambridge/bournemouth,england,united kingdom,19,0~20,1234,7,5,20
90726,seattle,washington,usa,-1,others,7494,32,6,0
90727,rhine,others,usa,-1,others,6945,23,6,0
90731,ypsilanti,others,usa,29,20~40,9413,23,6,30
90736,sammamish,washington,usa,37,20~40,7270,32,6,38
90743,olympia,washington,usa,18,0~20,6139,32,6,19
90744,minneapolis,others,usa,20,0~20,5272,23,6,21
90751,drayton valley,alberta,canada,33,20~40,2232,0,1,34
90752,los angeles,california,usa,35,20~40,4761,5,6,36
90756,little rock,others,usa,35,20~40,4685,23,6,36
90761,drayton valley,alberta,canada,33,20~40,2232,0,1,34
90763,taunton,others,usa,42,40~60,8284,23,6,43
90766,rangoon,others,others,-1,others,6845,23,3,0
90771,menominee,others,usa,22,20~40,5144,23,6,23
90775,chicago,others,usa,18,0~20,1559,23,6,19
90776,dearborn heights,others,usa,18,0~20,2049,23,6,19
90782,iowa city,others,usa,-1,others,3899,23,6,0
90791,sanborn,others,usa,27,20~40,7323,23,6,28
90793,london,england,united kingdom,30,20~40,4732,7,5,31
90797,richmond,others,usa,30,20~40,6958,23,6,31
90802,paris,ile de france,others,-1,others,6335,10,3,0
90809,cary,others,usa,62,60~80,1356,23,6,63
90817,hanmer,ontario,canada,-1,others,3414,22,1,0
90829,rottenburg,baden-wuerttemberg,germany,-1,others,7125,1,2,0
90830,rottenburg,baden-wuerttemberg,germany,41,40~60,7125,1,2,42
90837,reykjavik,others,others,-1,others,6936,23,3,0
90839,munich,bayern,germany,36,20~40,5557,3,2,37
90842,houston,texas,usa,22,20~40,3767,28,6,23
90847,winnipeg,others,canada,-1,others,9260,23,1,0
90848,ottawa,ontario,canada,-1,others,6226,22,1,0
90850,palo alto,california,usa,-1,others,6310,5,6,0
90864,amherst,others,usa,-1,others,236,23,6,0
90873,amstedam,others,others,-1,others,244,23,3,0
90883,sacramento,california,usa,36,20~40,7200,5,6,37
90905,richmond,others,usa,22,20~40,6958,23,6,23
90915,raleigh,others,others,49,40~60,6827,23,3,50
90939,prov. di trento,others,others,-1,others,6738,23,3,0
90966,winchester,others,usa,45,40~60,9240,23,6,46
90971,cedar rapids,others,usa,-1,others,1422,23,6,0
90984,conover,others,usa,37,20~40,1802,23,6,38
91001,greyton,others,others,-1,others,3278,23,3,0
91002,anytown,new york,usa,37,20~40,285,18,6,38
91005,hamburg,others,germany,32,20~40,3390,23,2,33
91012,winston salem,others,usa,-1,others,9266,23,6,0
91020,midlothian,others,usa,-1,others,5221,23,6,0
91023,brunswick,others,usa,35,20~40,1087,23,6,36
91026,maynooth,others,others,40,20~40,5069,23,3,41
91033,san antonio,texas,usa,42,40~60,7277,28,6,43
91041,oakville,ontario,canada,-1,others,6054,22,1,0
91045,etna,california,usa,53,40~60,2582,5,6,54
91047,harlow,england,united kingdom,33,20~40,3437,7,5,34
91049,arnold,others,usa,21,20~40,328,23,6,22
91050,boston,others,usa,24,20~40,918,23,6,25
91052,dallas,texas,usa,-1,others,1994,28,6,0
91054,tiverton,others,usa,15,0~20,8411,23,6,16
91058,blanco,texas,usa,63,60~80,823,28,6,64
91065,winthrop,others,usa,-1,others,9277,23,6,0
91071,unalakleet,others,usa,-1,others,8577,23,6,0
91074,moruya,new south wales,australia,-1,others,5439,17,0,0
91083,puyallup,washington,usa,35,20~40,6771,32,6,36
91087,rancho mirage,california,usa,70,60~80,6837,5,6,71
91090,fort collins,others,usa,-1,others,2784,23,6,0
91097,millis,others,usa,52,40~60,5251,23,6,53
91100,upper marlboro,others,usa,33,20~40,8606,23,6,34
91103,casper,others,usa,35,20~40,1368,23,6,36
91112,port isabel,texas,usa,36,20~40,6628,28,6,37
91113,chicago,others,usa,26,20~40,1559,23,6,27
91115,toronto,ontario,canada,37,20~40,8444,22,1,38
91116,snohomish,washington,usa,-1,others,7723,32,6,0
91119,infrontofmycomputer,others,usa,41,40~60,3876,23,6,42
91130,mcleansville,others,usa,39,20~40,5096,23,6,40
91135,padova,others,others,28,20~40,6271,23,3,29
91149,boulder,others,usa,-1,others,921,23,6,0
91150,copiague,new york,usa,-1,others,1822,18,6,0
91157,auckland,n/a,others,21,20~40,394,16,3,22
91164,nyc,new york,usa,31,20~40,6025,18,6,32
91184,kuala lumpur,others,others,31,20~40,4263,23,3,32
91198,reston,others,usa,-1,others,6926,23,6,0
91203,glasgow,scotland,united kingdom,30,20~40,3082,26,5,31
91210,orange,others,usa,20,0~20,6166,23,6,21
91221,el camino village,california,usa,46,40~60,2428,5,6,47
91244,haymarket,others,usa,35,20~40,3505,23,6,36
91246,pleasant prairie,others,usa,36,20~40,6553,23,6,37
91251,glasgow,scotland,united kingdom,35,20~40,3082,26,5,36
91254,valladolid,others,spain,30,20~40,8651,23,4,31
91258,north hollywood,california,usa,30,20~40,5916,5,6,31
91261,kyoto,others,others,43,40~60,4275,23,3,44
91263,mankato,others,usa,24,20~40,4941,23,6,25
91268,missouri city,texas,usa,-1,others,5299,28,6,0
91278,ruther glen,others,usa,34,20~40,7174,23,6,35
91279,fort worth,texas,usa,34,20~40,2821,28,6,35
91281,arlington,texas,usa,18,0~20,322,28,6,19
91282,saint paul,others,usa,36,20~40,7233,23,6,37
91283,walpole,others,usa,58,40~60,8851,23,6,59
91290,storm lake,others,usa,-1,others,8086,23,6,0
91301,liberty,others,usa,-1,others,4609,23,6,0
91322,portland,others,usa,49,40~60,6666,23,6,50
91326,mountainside,others,usa,66,60~80,5488,23,6,67
91327,sydney,new south wales,australia,63,60~80,8224,17,0,64
91331,singapore,others,others,-1,others,7672,23,3,0
91340,cary,others,usa,37,20~40,1356,23,6,38
91341,newark,others,usa,54,40~60,5789,23,6,55
91342,doha,others,others,29,20~40,2182,23,3,30
91378,katy,texas,usa,-1,others,4073,28,6,0
91391,winthrop,others,usa,57,40~60,9277,23,6,58
91404,chicago,others,usa,50,40~60,1559,23,6,51
91405,warner robins,others,usa,17,0~20,8875,23,6,18
91420,no. sandwich,others,usa,-1,others,5863,23,6,0
91423,escalon,california,usa,45,40~60,2556,5,6,46
91424,omaha,others,usa,51,40~60,6141,23,6,52
91425,london,n/a,united kingdom,22,20~40,4732,16,5,23
91428,pittsburgh,others,usa,27,20~40,6522,23,6,28
91437,lacey,washington,usa,29,20~40,4328,32,6,30
91443,portland,others,usa,-1,others,6666,23,6,0
91447,drain,others,usa,-1,others,2230,23,6,0
91448,andover,others,usa,-1,others,253,23,6,0
91449,farncombe,others,united kingdom,34,20~40,2672,23,5,35
91451,spring hill,others,usa,52,40~60,7870,23,6,53
91456,spring hill,others,usa,52,40~60,7870,23,6,53
91478,mountain view,california,usa,0,others,5487,5,6,1
91484,carrollton,others,usa,16,0~20,1345,23,6,17
91490,oconto falls,others,usa,26,20~40,6080,23,6,27
91491,rauma,others,others,26,20~40,6853,23,3,27
91494,st. john`s,others,canada,34,20~40,7960,23,1,35
91506,santa clarita,california,usa,-1,others,7359,5,6,0
91532,sonoma,california,usa,-1,others,7766,5,6,0
91533,arlington,others,usa,35,20~40,322,23,6,36
91537,ottawa,ontario,canada,16,0~20,6226,22,1,17
91553,diamond bar,california,usa,34,20~40,2152,5,6,35
91554,portugalete,others,spain,47,40~60,6673,23,4,48
91557,mchenry,others,usa,61,60~80,5090,23,6,62
91569,chicago,others,usa,52,40~60,1559,23,6,53
91576,peel,others,united kingdom,31,20~40,6389,23,5,32
91588,tulsa,others,usa,-1,others,8527,23,6,0
91595,los gatos,california,usa,-1,others,4764,5,6,0
91604,carmel,new york,usa,-1,others,1325,18,6,0
91611,cherry hill,others,usa,-1,others,1533,23,6,0
91612,placerville,california,usa,45,40~60,6530,5,6,46
91614,korntal-muenchingen,baden-wuerttemberg,germany,21,20~40,4251,1,2,22
91617,tondabayashi-shi,others,others,65,60~80,8434,23,3,66
91627,edmonton,alberta,canada,-1,others,2405,0,1,0
91631,new port richey,florida,usa,0,others,5775,8,6,1
91634,pgh,others,usa,-1,others,6452,23,6,0
91645,tampa,florida,usa,28,20~40,8262,8,6,29
91647,industry,others,usa,49,40~60,3875,23,6,50
91648,springdale,others,usa,39,20~40,7876,23,6,40
91660,siegen,nordrhein-westfalen,germany,27,20~40,7642,20,2,28
91675,fort myers,florida,usa,40,20~40,2802,8,6,41
91681,glen cove,new york,usa,44,40~60,3089,18,6,45
91685,fort lauderdale,florida,usa,52,40~60,2795,8,6,53
91692,tacoma,washington,usa,53,40~60,8238,32,6,54
91698,annapolis,others,usa,-1,others,269,23,6,0
91709,tucson,others,usa,69,60~80,8518,23,6,70
91715,chicopee,others,usa,-1,others,1568,23,6,0
91719,sparta,others,usa,-1,others,7848,23,6,0
91720,south bend,others,usa,72,60~80,7779,23,6,73
91725,loveland,others,usa,-1,others,4780,23,6,0
91751,leesburg,florida,usa,-1,others,4537,8,6,0
91759,cornwall,others,canada,45,40~60,1847,23,1,46
91761,minneapolis,others,usa,-1,others,5272,23,6,0
91762,arlington,texas,usa,34,20~40,322,28,6,35
91769,lee,others,usa,49,40~60,4532,23,6,50
91777,new york,new york,usa,-1,others,5787,18,6,0
91781,cranston,others,usa,-1,others,1911,23,6,0
91787,san diego,california,usa,-1,others,7287,5,6,0
91792,austin,texas,usa,32,20~40,403,28,6,33
91802,rio rancho,others,usa,48,40~60,6992,23,6,49
91811,houston,texas,usa,-1,others,3767,28,6,0
91814,cody,others,usa,38,20~40,1713,23,6,39
91816,fayetteville,others,usa,-1,others,2675,23,6,0
91818,hamburg,others,germany,20,0~20,3390,23,2,21
91821,panorama city,california,usa,35,20~40,6326,5,6,36
91832,miami,florida,usa,-1,others,5196,8,6,0
91837,romeoville,others,usa,-1,others,7077,23,6,0
91838,asheville,others,usa,-1,others,350,23,6,0
91847,denver,others,usa,-1,others,2113,23,6,0
91851,columbia,others,usa,33,20~40,1771,23,6,34
91864,amsterdam,others,others,21,20~40,246,23,3,22
91869,arlington,others,usa,-1,others,322,23,6,0
91873,greensboro,others,usa,-1,others,3265,23,6,0
91875,brookfield,others,usa,24,20~40,1053,23,6,25
91877,santa cruz,california,usa,21,20~40,7363,5,6,22
91878,livingston,scotland,united kingdom,36,20~40,4693,26,5,37
91882,milwaukee,others,usa,36,20~40,5262,23,6,37
91899,champaign,others,usa,-1,others,1467,23,6,0
91906,elmhurst,others,usa,22,20~40,2485,23,6,23
91911,spring valley,california,usa,-1,others,7874,5,6,0
91925,siler city,others,usa,36,20~40,7651,23,6,37
91931,new westminster,british columbia,canada,40,20~40,5784,4,1,41
91935,cleveland,others,usa,27,20~40,1660,23,6,28
91937,austin,texas,usa,-1,others,403,28,6,0
91943,springboro,others,usa,38,20~40,7875,23,6,39
91962,wolverhampton,england,united kingdom,-1,others,9308,7,5,0
91963,savannah,others,usa,29,20~40,7417,23,6,30
91976,west bloomfield,others,usa,-1,others,9004,23,6,0
91978,albuquerque,others,usa,69,60~80,135,23,6,70
91983,austin,texas,usa,-1,others,403,28,6,0
91992,livingston,others,usa,-1,others,4693,23,6,0
91994,vaals,others,others,-1,others,8630,23,3,0
92020,san diego,california,usa,-1,others,7287,5,6,0
92027,portland,others,usa,-1,others,6666,23,6,0
92037,jacksonville,florida,usa,-1,others,3941,8,6,0
92042,west haven,others,usa,35,20~40,9029,23,6,36
92048,spokane,washington,usa,49,40~60,7860,32,6,50
92061,delton,others,usa,-1,others,2098,23,6,0
92062,quesnel,british columbia,canada,-1,others,6799,4,1,0
92063,olympia,washington,usa,-1,others,6139,32,6,0
92072,opelika,others,usa,15,0~20,6161,23,6,16
92074,ashford,england,united kingdom,48,40~60,352,7,5,49
92079,sunapee,others,usa,-1,others,8167,23,6,0
92090,santa cruz,california,usa,38,20~40,7363,5,6,39
92127,hamilton,ontario,canada,-1,others,3396,22,1,0
92132,terre haute,others,usa,20,0~20,8332,23,6,21
92134,dublin,others,usa,18,0~20,2251,23,6,19
92142,london,england,united kingdom,-1,others,4732,7,5,0
92152,tampa,florida,usa,57,40~60,8262,8,6,58
92154,san francisco,california,usa,-1,others,7294,5,6,0
92156,peoria,others,usa,-1,others,6418,23,6,0
92157,mena,others,usa,67,60~80,5137,23,6,68
92162,auckland,others,others,25,20~40,394,23,3,26
92165,rock hill,others,usa,32,20~40,7038,23,6,33
92173,london,london,united kingdom,-1,others,4732,14,5,0
92175,dallas,texas,usa,-1,others,1994,28,6,0
92184,san fernando valley,california,usa,-1,others,7292,5,6,0
92212,spirit lake,others,usa,67,60~80,7858,23,6,68
92214,rural,others,usa,-1,others,7164,23,6,0
92215,lisbon,others,others,23,20~40,4664,23,3,24
92235,chicago,others,usa,14,0~20,1559,23,6,15
92252,new york,new york,usa,-1,others,5787,18,6,0
92258,berlin,others,germany,-1,others,709,23,2,0
92267,old brookville,new york,usa,-1,others,6115,18,6,0
92269,spring,texas,usa,-1,others,7865,28,6,0
92272,republic,washington,usa,-1,others,6921,32,6,0
92273,minneapolis,others,usa,55,40~60,5272,23,6,56
92278,albuquerque,others,usa,44,40~60,135,23,6,45
92280,kansas city,others,usa,49,40~60,4053,23,6,50
92283,stephens city,others,usa,-1,others,8044,23,6,0
92299,pacific grove,california,usa,32,20~40,6262,5,6,33
92303,concord,others,usa,-1,others,1793,23,6,0
92306,perth,western australia,australia,-1,others,6431,33,0,0
92308,sonoma,california,usa,63,60~80,7766,5,6,64
92313,reno,others,usa,-1,others,6917,23,6,0
92316,middleburg heights,others,usa,19,0~20,5211,23,6,20
92325,golden,others,usa,48,40~60,3142,23,6,49
92329,baltimore,others,usa,20,0~20,493,23,6,21
92336,clayton,others,usa,31,20~40,1643,23,6,32
92339,los angeles,california,usa,-1,others,4761,5,6,0
92346,louisville,others,usa,33,20~40,4776,23,6,34
92347,freedom,others,usa,-1,others,2871,23,6,0
92351,seattle,washington,usa,-1,others,7494,32,6,0
92353,albuquerque,others,usa,-1,others,135,23,6,0
92361,aylmer,quebec,canada,-1,others,425,24,1,0
92364,boulder creek,california,usa,-1,others,923,5,6,0
92366,berlin,others,germany,-1,others,709,23,2,0
92368,troy,new york,usa,18,0~20,8503,18,6,19
92371,san diego,california,usa,-1,others,7287,5,6,0
92379,jerusalem,n/a,others,-1,others,3981,16,3,0
92388,london,london,united kingdom,20,0~20,4732,14,5,21
92390,concord,others,usa,-1,others,1793,23,6,0
92393,pomfret,others,usa,-1,others,6587,23,6,0
92398,battle creek,others,usa,-1,others,563,23,6,0
92399,battle creek,others,usa,17,0~20,563,23,6,18
92404,walla walla,washington,usa,23,20~40,8836,32,6,24
92405,dortmund,nordrhein-westfalen,germany,26,20~40,2208,20,2,27
92408,40217 düsseldorf,nordrhein-westfalen,germany,-1,others,17,20,2,0
92424,edmonton,alberta,canada,27,20~40,2405,0,1,28
92427,bonn,nordrhein-westfalen,germany,33,20~40,893,20,2,34
92434,köln,others,germany,-1,others,4277,23,2,0
92437,charlotte,others,usa,19,0~20,1496,23,6,20
92454,stroud,others,united kingdom,-1,others,8116,23,5,0
92474,johnstown,others,usa,-1,others,3995,23,6,0
92475,arlington,texas,usa,53,40~60,322,28,6,54
92477,portland,others,usa,34,20~40,6666,23,6,35
92478,lowell,others,usa,-1,others,4785,23,6,0
92484,rockford,others,usa,-1,others,7044,23,6,0
92486,oeiras,others,others,-1,others,6086,23,3,0
92494,knoxville,others,usa,14,0~20,4239,23,6,15
92498,sydney,new south wales,australia,-1,others,8224,17,0,0
92502,christchurch,others,others,-1,others,1593,23,3,0
92507,new port richey,florida,usa,-1,others,5775,8,6,0
92511,new york,new york,usa,-1,others,5787,18,6,0
92524,chicago,others,usa,42,40~60,1559,23,6,43
92534,indianapolis,others,usa,-1,others,3867,23,6,0
92536,rockville,others,usa,41,40~60,7053,23,6,42
92539,chicagoland,others,usa,-1,others,1562,23,6,0
92547,baker city,others,usa,29,20~40,474,23,6,30
92556,medford,others,usa,69,60~80,5112,23,6,70
92561,mechanicsville,others,usa,35,20~40,5107,23,6,36
92563,new york,new york,usa,19,0~20,5787,18,6,20
92566,germantown,others,usa,45,40~60,3043,23,6,46
92569,seoul,others,others,-1,others,7542,23,3,0
92570,pamplona,others,others,-1,others,6319,23,3,0
92580,tampa,florida,usa,24,20~40,8262,8,6,25
92583,heidelberg,victoria,australia,26,20~40,3533,30,0,27
92585,fairhaven,others,usa,-1,others,2633,23,6,0
92588,ponte vedra beach,florida,usa,38,20~40,6601,8,6,39
92593,portland,others,usa,-1,others,6666,23,6,0
92596,westminster,others,usa,-1,others,9096,23,6,0
92597,milwaukee,others,usa,16,0~20,5262,23,6,17
92603,san marcos,texas,usa,-1,others,7312,28,6,0
92617,kusterdingen,baden-wuerttemberg,germany,40,20~40,4269,1,2,41
92637,bloomington,others,usa,-1,others,840,23,6,0
92638,canton,others,usa,50,40~60,1282,23,6,51
92648,fredericton,others,canada,41,40~60,2866,23,1,42
92650,tempe,others,usa,58,40~60,8313,23,6,59
92652,saint john,others,canada,32,20~40,7224,23,1,33
92658,burlington,washington,usa,39,20~40,1147,32,6,40
92659,burnley,victoria,australia,26,20~40,1150,30,0,27
92664,calgary,alberta,canada,49,40~60,1214,0,1,50
92674,chicago,others,usa,39,20~40,1559,23,6,40
92678,smyrna,others,usa,27,20~40,7718,23,6,28
92681,petaluma,california,usa,-1,others,6438,5,6,0
92688,atchison,others,usa,62,60~80,372,23,6,63
92689,london,ontario,canada,-1,others,4732,22,1,0
92693,cressona,others,usa,18,0~20,1922,23,6,19
92696,pittsburgh,others,usa,46,40~60,6522,23,6,47
92704,oldenburg,niedersachsen,germany,33,20~40,6120,19,2,34
92706,la ronge,others,canada,-1,others,4318,23,1,0
92707,sagle,others,usa,-1,others,7213,23,6,0
92712,north sydney,nova scotia,canada,22,20~40,5955,21,1,23
92722,tuttle,others,usa,57,40~60,8548,23,6,58
92724,woodburn,others,usa,35,20~40,9317,23,6,36
92727,marietta,others,usa,33,20~40,4987,23,6,34
92733,walnutport,others,usa,-1,others,8850,23,6,0
92752,white plains,new york,usa,-1,others,9144,18,6,0
92754,saginaw,others,usa,17,0~20,7212,23,6,18
92759,new york,others,usa,-1,others,5787,23,6,0
92761,jena,others,germany,29,20~40,3969,23,2,30
92773,webster,new york,usa,-1,others,8955,18,6,0
92776,nepean,ontario,canada,26,20~40,5708,22,1,27
92778,indian lake,new york,usa,55,40~60,3860,18,6,56
92798,eureka springs,others,usa,-1,others,2594,23,6,0
92800,hinsdale,others,usa,48,40~60,3658,23,6,49
92804,brooklyn park,others,usa,45,40~60,1062,23,6,46
92806,reisterstown,others,usa,25,20~40,6907,23,6,26
92807,toronto,ontario,canada,47,40~60,8444,22,1,48
92810,manistee,others,usa,60,40~60,4937,23,6,61
92819,halifax,nova scotia,canada,34,20~40,3381,21,1,35
92825,salzburg,others,others,-1,others,7266,23,3,0
92826,cupertino,california,usa,-1,others,1969,5,6,0
92827,foster city,california,usa,15,0~20,2829,5,6,16
92846,warminster,england,united kingdom,17,0~20,8874,7,5,18
92848,scotia,new york,usa,59,40~60,7471,18,6,60
92853,ely,england,united kingdom,-1,others,2503,7,5,0
92861,vancouver,british columbia,canada,-1,others,8675,4,1,0
92865,nottingham,england,united kingdom,23,20~40,5997,7,5,24
92869,grand rapids,others,usa,-1,others,3197,23,6,0
92883,austin,others,usa,39,20~40,403,23,6,40
92887,erdenheim,others,usa,-1,others,2541,23,6,0
92897,asheville,others,usa,36,20~40,350,23,6,37
92899,lewisberry,others,usa,42,40~60,4595,23,6,43
92902,south lyon,others,usa,-1,others,7798,23,6,0
92909,stuttgart,baden-wuerttemberg,germany,29,20~40,8129,1,2,30
92916,toronto,ontario,canada,-1,others,8444,22,1,0
92918,nanaimo,british columbia,canada,52,40~60,5643,4,1,53
92936,canterbury,others,united kingdom,-1,others,1280,23,5,0
92938,edinburgh,scotland,united kingdom,26,20~40,2399,26,5,27
92939,chicago,others,usa,39,20~40,1559,23,6,40
92943,wenham,others,usa,-1,others,8990,23,6,0
92951,san jose,california,usa,55,40~60,7304,5,6,56
92964,natick,others,usa,-1,others,5678,23,6,0
92965,seattle,washington,usa,-1,others,7494,32,6,0
92979,fairfield,california,usa,-1,others,2632,5,6,0
92988,parkland,florida,usa,-1,others,6344,8,6,0
92992,bellevue,washington,usa,-1,others,647,32,6,0
93007,jerez de la fra.,others,spain,26,20~40,3973,23,4,27
93018,gijón,others,spain,22,20~40,3063,23,4,23
93024,independence,others,usa,-1,others,3856,23,6,0
93025,aurora,others,usa,40,20~40,400,23,6,41
93034,london,england,united kingdom,45,40~60,4732,7,5,46
93041,viana do castelo,n/a,others,-1,others,8729,16,3,0
93044,austin,texas,usa,29,20~40,403,28,6,30
93046,fallon,others,usa,47,40~60,2651,23,6,48
93047,nashua,others,usa,52,40~60,5671,23,6,53
93051,gosau,others,others,48,40~60,3166,23,3,49
93055,st. charles,others,usa,-1,others,7941,23,6,0
93059,algonquin,others,usa,-1,others,159,23,6,0
93063,fredericksburg,texas,usa,-1,others,2864,28,6,0
93071,berkeley,california,usa,23,20~40,704,5,6,24
93074,sandy,others,usa,-1,others,7337,23,6,0
93079,fairport,new york,usa,22,20~40,2641,18,6,23
93085,cedar rapids,others,usa,34,20~40,1422,23,6,35
93092,sherwood park,alberta,canada,22,20~40,7611,0,1,23
93097,milwaukee,others,usa,-1,others,5262,23,6,0
93098,winston-salem,others,usa,-1,others,9267,23,6,0
93105,las vegas,others,usa,63,60~80,4474,23,6,64
93113,peoria,others,usa,34,20~40,6418,23,6,35
93114,san diego,california,usa,43,40~60,7287,5,6,44
93116,seville,others,usa,24,20~40,7554,23,6,25
93120,tucker,others,usa,-1,others,8517,23,6,0
93125,queanbeyan,new south wales,australia,51,40~60,6785,17,0,52
93126,toronto,ontario,canada,14,0~20,8444,22,1,15
93129,bakersfield,california,usa,18,0~20,475,5,6,19
93130,saskatoon,others,canada,61,60~80,7401,23,1,62
93134,gentry,others,usa,40,20~40,3033,23,6,41
93137,lleida,others,spain,35,20~40,4702,23,4,36
93141,chilliwack,british columbia,canada,-1,others,1577,4,1,0
93147,leeds,england,united kingdom,31,20~40,4535,7,5,32
93166,havelock,ontario,canada,-1,others,3489,22,1,0
93170,calgary,alberta,canada,52,40~60,1214,0,1,53
93172,mariposa,california,usa,-1,others,4997,5,6,0
93175,austin,texas,usa,20,0~20,403,28,6,21
93179,san diego,california,usa,-1,others,7287,5,6,0
93194,portland,others,usa,-1,others,6666,23,6,0
93203,macon,others,usa,-1,others,4865,23,6,0
93207,windsor,ontario,canada,51,40~60,9245,22,1,52
93219,tallahassee,florida,usa,-1,others,8255,8,6,0
93230,los angeles,california,usa,61,60~80,4761,5,6,62
93232,tavistock,ontario,canada,-1,others,8288,22,1,0
93241,woodland hills,california,usa,-1,others,9325,5,6,0
93245,enfield,others,usa,-1,others,2521,23,6,0
93257,san francisco,california,usa,-1,others,7294,5,6,0
93263,paris,others,others,23,20~40,6335,23,3,24
93267,memphis,others,usa,32,20~40,5135,23,6,33
93268,madison,others,usa,54,40~60,4870,23,6,55
93274,borgloon,others,others,17,0~20,910,23,3,18
93275,vancouver,british columbia,canada,-1,others,8675,4,1,0
93279,naperville,others,usa,-1,others,5655,23,6,0
93281,hillside,others,usa,66,60~80,3647,23,6,67
93282,lakeville,others,usa,-1,others,4409,23,6,0
93303,mt. view,california,usa,51,40~60,5524,5,6,52
93304,berea,others,usa,40,20~40,695,23,6,41
93308,west allis,others,usa,41,40~60,8997,23,6,42
93309,sandy,others,usa,-1,others,7337,23,6,0
93310,honolulu,others,usa,-1,others,3722,23,6,0
93312,tustin,california,usa,-1,others,8547,5,6,0
93314,san diego,california,usa,31,20~40,7287,5,6,32
93318,camden,others,usa,30,20~40,1236,23,6,31
93319,ann arbor,others,usa,54,40~60,265,23,6,55
93320,warren,others,usa,-1,others,8878,23,6,0
93333,cincinnati,others,usa,52,40~60,1607,23,6,53
93334,cairns,queensland,australia,33,20~40,1200,25,0,34
93335,kalama,washington,usa,36,20~40,4033,32,6,37
93341,london,n/a,united kingdom,40,20~40,4732,16,5,41
93355,greenville,others,usa,-1,others,3268,23,6,0
93357,guelph,ontario,canada,30,20~40,3320,22,1,31
93358,glenside,others,usa,52,40~60,3115,23,6,53
93363,farmington hills,others,usa,30,20~40,2668,23,6,31
93364,calhoun,others,usa,27,20~40,1215,23,6,28
93367,frisco,texas,usa,-1,others,2896,28,6,0
93368,largo,florida,usa,15,0~20,4460,8,6,16
93370,cincinnati,others,usa,49,40~60,1607,23,6,50
93372,huntington,others,usa,-1,others,3802,23,6,0
93373,mpls,others,usa,-1,others,5497,23,6,0
93377,puerto vallarta,others,others,-1,others,6755,23,3,0
93383,dunedin,others,others,18,0~20,2271,23,3,19
93386,skippack,others,usa,55,40~60,7691,23,6,56
93387,burlington,others,usa,-1,others,1147,23,6,0
93398,grand junction,others,usa,-1,others,3193,23,6,0
93405,romeoville,others,usa,31,20~40,7077,23,6,32
93413,alfred,new york,usa,23,20~40,156,18,6,24
93421,camp hill,others,usa,-1,others,1245,23,6,0
93426,plano,texas,usa,35,20~40,6539,28,6,36
93427,plymouth,others,usa,69,60~80,6558,23,6,70
93436,virginia beach,others,usa,-1,others,8768,23,6,0
93439,west allis,others,usa,2,0~20,8997,23,6,3
93443,lewes,others,usa,33,20~40,4592,23,6,34
93447,tacoma,washington,usa,54,40~60,8238,32,6,55
93448,tacoma,washington,usa,-1,others,8238,32,6,0
93450,topeka,others,usa,-1,others,8440,23,6,0
93453,palm desert,california,usa,1,0~20,6295,5,6,2
93459,puyallup,washington,usa,43,40~60,6771,32,6,44
93463,niantic,others,usa,36,20~40,5830,23,6,37
93464,santa monica,california,usa,-1,others,7370,5,6,0
